total_nacional_region,comuna_6_7,tipo_de_cultivo,especie,numero_de_upa_8910,superficie_total_cultivo_ha,riego__superficie_ha,secano_superficie_ha,sin_clasificar_11_superficie_ha
Región de Arica y Parinacota,Camarones,Cereales,Maíz,7,5.25,5.25,0,0
Región de Arica y Parinacota,Camarones,Cereales,Mijo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cereales,Quinoa,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cereales,Sorgo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cereales,Trigo Blanco,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cereales,Trigo Candeal,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cereales,Triticale,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cereales,Otros Cereales,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Total,62,478,478,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Alfalfa,62,478,478,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Arvejilla,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Avena (Forrajera) Sola,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Avena Asociada,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Ballica Anual,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Ballica Bianual,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Cebada Forrajera (incluye silo),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Col,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Falaris,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Festuca,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Haba Forrajera,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Mijo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Pasto Canario,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Pasto Miel,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Sorgo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Raps Forrajero,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Topinambur,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Trébol Balansa,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Trébol Blanco,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Trébol Ladino,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Trébol Rosado,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Vicia,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Total,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Achicoria,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Algodón,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Colza,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Hinojo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Jojoba,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Linaza,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Maní,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Maravilla,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Mimbre,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Mostaza,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Remolacha,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Soya,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Tabaco,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Tomate,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Topinambur,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Total,7,8.5,8.5,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Arveja (Grano Seco),1,0.75,0.75,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Poroto (Grano Seco),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Otras Leguminosas,1,0.5,0.5,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Papa,2,0.6,0.6,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Papa Nativa,5,6.65,6.65,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Vides para vinificación y uvas pisqueras,Total,3,2.5,2.5,0,0
Región de Arica y Parinacota,Camarones,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Vides para vinificación y uvas pisqueras,Tintas,2,1.5,1.5,0,0
Región de Arica y Parinacota,Camarones,Vides para vinificación y uvas pisqueras,Blancas,1,1,1,0,0
Región de Arica y Parinacota,Camarones,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Total,10,4,4,0,0
Región de Arica y Parinacota,Putre,Cereales,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Amaranto,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Arroz,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Avena (Grano Seco),0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Cebada Cervecera,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Centeno,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Chía,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Maíz,10,4,4,0,0
Región de Arica y Parinacota,Putre,Cereales,Mijo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Quinoa,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Sorgo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Trigo Blanco,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Trigo Candeal,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Triticale,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cereales,Otros Cereales,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Total,74,257.99,252.74,3.75,1.5
Región de Arica y Parinacota,Putre,Forrajeras,Sin Clasificar,1,1.5,0,0,1.5
Región de Arica y Parinacota,Putre,Forrajeras,Alfalfa,74,256.29,252.54,3.75,0
Región de Arica y Parinacota,Putre,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Arvejilla,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Avena (Forrajera) Sola,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Avena Asociada,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Ballica Anual,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Ballica Bianual,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Cebada Forrajera (incluye silo),0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Col,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Falaris,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Festuca,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Haba Forrajera,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Mijo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Pasto Canario,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Pasto Miel,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Sorgo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Raps Forrajero,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Topinambur,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Trébol Balansa,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Trébol Blanco,1,0.2,0.2,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Trébol Ladino,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Trébol Rosado,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Vicia,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región de Arica y Parinacota,Putre,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Total,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Achicoria,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Algodón,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Colza,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Hinojo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Jojoba,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Linaza,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Maní,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Maravilla,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Mimbre,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Mostaza,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Remolacha,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Soya,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Tabaco,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Tomate,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Topinambur,0,0,0,0,0
Región de Arica y Parinacota,Putre,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Total,66,29.664,29.654,0.01,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Arveja (Grano Seco),1,0.125,0.125,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Poroto (Grano Seco),0,0,0,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Otras Leguminosas,2,0.137,0.137,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Papa,7,11.47,11.46,0.01,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Papa Nativa,58,17.932,17.932,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región de Arica y Parinacota,Putre,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región de Arica y Parinacota,Putre,Vides para vinificación y uvas pisqueras,Total,0,0,0,0,0
Región de Arica y Parinacota,Putre,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Putre,Vides para vinificación y uvas pisqueras,Tintas,0,0,0,0,0
Región de Arica y Parinacota,Putre,Vides para vinificación y uvas pisqueras,Blancas,0,0,0,0,0
Región de Arica y Parinacota,Putre,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Total,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Amaranto,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Arroz,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Avena (Grano Seco),0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Cebada Cervecera,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Centeno,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Chía,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Maíz,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Mijo,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Quinoa,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Sorgo,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Trigo Blanco,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Trigo Candeal,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Triticale,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cereales,Otros Cereales,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Total,1,0.5,0.5,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Alfalfa,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Arvejilla,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Avena (Forrajera) Sola,1,0.5,0.5,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Avena Asociada,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Ballica Anual,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Ballica Bianual,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Cebada Forrajera (incluye silo),0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Col,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Falaris,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Festuca,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Haba Forrajera,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Mijo,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Pasto Canario,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Pasto Miel,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Sorgo,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Raps Forrajero,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Topinambur,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Trébol Balansa,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Trébol Blanco,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Trébol Ladino,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Trébol Rosado,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Vicia,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cultivos Industriales,Total,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cultivos Industriales,Achicoria,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cultivos Industriales,Algodón,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cultivos Industriales,Colza,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región de Arica y Parinacota,General Lagos,Cultivos Industriales,Hinojo,0,0,0,0,0
