total_nacional_region,comuna_6_7,tipo_de_cultivo,especie,numero_de_upa_8910,superficie_total_cultivo_ha,riego__superficie_ha,secano_superficie_ha,sin_clasificar_11_superficie_ha
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Amaranto,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Arroz,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Avena (Grano Seco),16,47.31,1.5,45.81,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Cebada Cervecera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Centeno,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Chía,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Maíz,5,30.3,25.8,4.5,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Quinoa,3,10.1,9,1.1,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Trigo Blanco,6,174,0,174,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Trigo Candeal,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Triticale,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cereales,Otros Cereales,3,27,0,27,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Total,136,901.2864224872001,192.6564224872,708.63,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Alfalfa,15,175.55,171.25,4.3,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Arvejilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Avena (Forrajera) Sola,115,575.7264224872,17.6964224872,558.03,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Avena Asociada,10,138.5,3.5,135,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Ballica Anual,2,1.2,0.1,1.1,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Cebada Forrajera (incluye silo),3,4.7,0,4.7,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Col,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Falaris,1,3,0,3,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Festuca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Haba Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Maíz Para Silo,1,0.1,0.1,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Trébol Balansa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Trébol Blanco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Trébol Rosado,1,0.01,0.01,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Vicia,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Otras Forrajeras Anuales,1,2.5,0,2.5,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Total,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Achicoria,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Algodón,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Colza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Hinojo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Jojoba,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Linaza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Maní,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Maravilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Mimbre,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Mostaza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Remolacha,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Soya,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Tabaco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Tomate,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Total,7,8.55,1.55,7,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Arveja (Grano Seco),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Garbanzo,3,7.05,0.05,7,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Poroto (Grano Seco),1,1.1,1.1,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Otras Leguminosas,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Papa,4,0.4,0.4,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Vides para vinificación y uvas pisqueras,Total,30,3525.04,3516.24,8.8,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Vides para vinificación y uvas pisqueras,Tintas,30,3376.35,3367.55,8.8,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Vides para vinificación y uvas pisqueras,Blancas,6,148.69,148.69,0,0
Región del Libertador General Bernardo O'Higgins,Marchihue,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Total,56,137.557,2.375,135.182,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Amaranto,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Arroz,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Avena (Grano Seco),45,107.655,0.375,107.28,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Cebada Cervecera,2,3,0,3,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Centeno,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Chía,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Maíz,1,0.002,0,0.002,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Quinoa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Trigo Blanco,16,25.4,2,23.4,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Trigo Candeal,1,1.5,0,1.5,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Triticale,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cereales,Otros Cereales,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Total,31,77.87,17.27,60.6,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Alfalfa,8,18.27,17.27,1,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Arvejilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Avena (Forrajera) Sola,21,57.6,0,57.6,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Avena Asociada,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Ballica Anual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Cebada Forrajera (incluye silo),3,2,0,2,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Col,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Falaris,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Festuca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Haba Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Trébol Balansa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Trébol Blanco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Trébol Rosado,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Vicia,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Total,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Achicoria,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Algodón,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Colza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Hinojo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Jojoba,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Linaza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Maní,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Maravilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Mimbre,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Mostaza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Remolacha,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Soya,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Tabaco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Tomate,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Total,35,50.975,12.595,38.38,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Arveja (Grano Seco),5,5.3,0.05,5.25,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Chícharo,2,3.5,0,3.5,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Garbanzo,6,23.16,0,23.16,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Lenteja,7,4.95,0,4.95,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Poroto (Grano Seco),6,5.452,5.202,0.25,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Otras Leguminosas,2,0.52,0,0.52,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Papa,19,8.093,7.343,0.75,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Vides para vinificación y uvas pisqueras,Total,8,129.821582533902,127.224582533902,2.597,0
Región del Libertador General Bernardo O'Higgins,Navidad,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Vides para vinificación y uvas pisqueras,Tintas,8,18.902678222564,16.305678222564,2.597,0
Región del Libertador General Bernardo O'Higgins,Navidad,Vides para vinificación y uvas pisqueras,Blancas,2,110.918904311338,110.918904311338,0,0
Región del Libertador General Bernardo O'Higgins,Navidad,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Total,168,560.849,8.75,551.599,0.5
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Sin Clasificar,1,0.5,0,0,0.5
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Amaranto,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Arroz,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Avena (Grano Seco),123,293.199,0,293.199,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Cebada Cervecera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Centeno,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Chía,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Maíz,11,12.95,5.25,7.7,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Quinoa,21,31.7,1.5,30.2,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Trigo Blanco,53,221,1,220,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Trigo Candeal,1,1,1,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Triticale,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cereales,Otros Cereales,1,0.5,0,0.5,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Total,18,54.79,4.51,48.28,2
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Sin Clasificar,1,2,0,0,2
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Alfalfa,8,5.529999999999999,4.51,1.02,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Arvejilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Avena (Forrajera) Sola,8,20.97,0,20.97,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Avena Asociada,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Ballica Anual,1,1,0,1,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Cebada Forrajera (incluye silo),1,2.29,0,2.29,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Col,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Falaris,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Festuca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Haba Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Trébol Balansa,1,1,0,1,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Trébol Blanco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Trébol Rosado,1,20,0,20,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Trébol Subterráneo,1,2,0,2,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Vicia,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Total,2,2,2,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Achicoria,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Algodón,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Colza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Hinojo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Jojoba,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Linaza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Maní,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Maravilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Paredones,Cultivos Industriales,Mimbre,0,0,0,0,0
