total_nacional_region____,comuna6_7____,especie____,total__numero_de_upa89__,total__superficie_ha__,total__superficie_ha__en_riego,total__superficie_ha__en_secano,total__superficie_ha__sin_clasificar_10,total__estado_desarrollo_ha__en_formacion_11,total__estado_desarrollo_ha__en_produccion_12,total__estado_desarrollo_ha__sin_clasificar_10
Región de Coquimbo,Punitaqui,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Tuna,17,11.975,6.475,5.5,0,6.8,5.175,0
Región de Coquimbo,Punitaqui,Uva de Mesa,22,314.5,314.5,0,0,11.65,302.85,0
Región de Coquimbo,Punitaqui,Otros Frutales,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Quinta Frutal,213,82.61,82.61,0,0,10.68,71.93,0
Región de Coquimbo,Río Hurtado,Total,142,264.914,262.914,1.9,0.1,21.04,242.474,1.4
Región de Coquimbo,Río Hurtado,Sin Clasificar,9,9.812000000000001,8.412,1.4,0,0,8.412,1.4
Región de Coquimbo,Río Hurtado,Almendro,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Berries,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Castaño,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Cerezo,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Chirimoyo,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Clementina,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Damasco,15,6.75,6.75,0,0,0,6.75,0
Región de Coquimbo,Río Hurtado,Duraznero (Consumo Fresco),15,2.62,2.62,0,0,0,2.62,0
Región de Coquimbo,Río Hurtado,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Granado,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Higuera,3,2.1,1.6,0.5,0,0,2.1,0
Región de Coquimbo,Río Hurtado,Kiwi,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Limón de Pica,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Limonero,5,2.63,2.63,0,0,0.85,1.78,0
Región de Coquimbo,Río Hurtado,Mandarina,1,0.1,0.1,0,0,0,0.1,0
Región de Coquimbo,Río Hurtado,Mango,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Manzana,1,0.05,0.05,0,0,0,0.05,0
Región de Coquimbo,Río Hurtado,Membrillo,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Naranjo,2,0.2,0.2,0,0,0,0.2,0
Región de Coquimbo,Río Hurtado,Nectarino,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Nogal,16,102.104,102.104,0,0,0.5,101.604,0
Región de Coquimbo,Río Hurtado,Olivo,3,0.32,0.32,0,0,0,0.32,0
Región de Coquimbo,Río Hurtado,Palto,40,74.57000000000001,74.57000000000001,0,0,19.39,55.18,0
Región de Coquimbo,Río Hurtado,Papayo,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Pera,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Pomelo,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Tuna,0,0,0,0,0,0,0,0
Región de Coquimbo,Río Hurtado,Uva de Mesa,4,29.07,29.07,0,0,0,29.07,0
Región de Coquimbo,Río Hurtado,Otros Frutales,1,0.09,0.09,0,0,0,0.09,0
Región de Coquimbo,Río Hurtado,Quinta Frutal,95,34.49800000000001,34.398,0,0.1,0.3,34.198,0
Región de Valparaíso,Total Región,Total,2818,45363.8486,44732.9076,581.83,49.111,6315.3630000001,38835.3640000003,213.122
Región de Valparaíso,Total Región,Sin Clasificar,179,365.6657,154.4437,211.222,0,22.68,133.6636245854,209.322
Región de Valparaíso,Total Región,Almendro,70,1240.0668,1233.0668,7,0,60.903,1179.1637944664,0
Región de Valparaíso,Total Región,Berries,110,645.44,645.44,0,0,133.1,512.34,0
Región de Valparaíso,Total Región,Avellano Europeo,1,0.5,0.5,0,0,0,0.5,0
Región de Valparaíso,Total Región,Castaño,0,0,0,0,0,0,0,0
Región de Valparaíso,Total Región,Cerezo,45,334.88,334.88,0,0,168.94,165.9400000001,0
Región de Valparaíso,Total Región,Chirimoyo,13,50.2499,50.2299,0.02,0,1.01,49.24,0
Región de Valparaíso,Total Región,Ciruelo Europeo,12,56.074,56.074,0,0,8,48.074,0
Región de Valparaíso,Total Región,Ciruelo Japonés,10,130.5499,130.5499,0,0,0,130.55,0
Región de Valparaíso,Total Región,Clementina,27,280.54,280.5,0.04,0,60.64,219.9,0
Región de Valparaíso,Total Región,Damasco,72,137.169,137.168,0.001,0,5.71,131.459,0
Región de Valparaíso,Total Región,Duraznero (Consumo Fresco),76,288.3453,288.3443,0.001,0,37.755,250.5903333334,0
Región de Valparaíso,Total Región,Duraznero (Tipo Conservero),261,1431.8909,1431.8909,0,0,70.98,1360.911,0
Región de Valparaíso,Total Región,Granado,1,0.2,0,0.2,0,0,0.2,0
Región de Valparaíso,Total Región,Higuera,9,30.951,30.95,0.001,0,1.8,29.151,0
Región de Valparaíso,Total Región,Kiwi,10,116.16,116.16,0,0,0,116.16,0
Región de Valparaíso,Total Región,Lima (o Limón Sutil),4,7.25,7.25,0,0,0,7.25,0
Región de Valparaíso,Total Región,Limón de Pica,0,0,0,0,0,0,0,0
Región de Valparaíso,Total Región,Limonero,353,2061.563,2054.762,4.801,2,344.725,1716.838,0
Región de Valparaíso,Total Región,Mandarina,86,1962.472,1962.471,0,0.001,293.58,1668.892,0
Región de Valparaíso,Total Región,Mango,0,0,0,0,0,0,0,0
Región de Valparaíso,Total Región,Manzana,22,186.849,186.548,0.301,0,18.2,168.649,0
Región de Valparaíso,Total Región,Membrillo,13,15.396,15.196,0.2,0,4,11.396,0
Región de Valparaíso,Total Región,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Valparaíso,Total Región,Naranjo,112,1018.1017,1017.6007,0.501,0,124.71,893.3917087478,0
Región de Valparaíso,Total Región,Nectarino,16,132.06,132.06,0,0,19.5,112.56,0
Región de Valparaíso,Total Región,Nogal,565,5782.1789,5766.5089,7.859999999999999,7.81,695.42,5086.7588571429,0
Región de Valparaíso,Total Región,Olivo,123,1117.5279,814.1279,303.4,0,74.65,1042.878,0
Región de Valparaíso,Total Región,Palto,1277,18702.636,18636.786,26.55,39.3,2835.9170000001,15866.719,0
Región de Valparaíso,Total Región,Papayo,7,14.46,14.13,0.33,0,2.3,12.16,0
Región de Valparaíso,Total Región,Pera,22,37.555,37.355,0.2,0,0,37.555,0
Región de Valparaíso,Total Región,Pistacho,3,2,2,0,0,2,0,0
Región de Valparaíso,Total Región,Pomelo,10,35.86,35.83,0.03,0,0,35.86,0
Región de Valparaíso,Total Región,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Valparaíso,Total Región,Tuna,46,79.3771,73.2321,6.145000000000001,0,6.99,72.387,0
Región de Valparaíso,Total Región,Uva de Mesa,324,8905.8809,8903.2809,2.6,0,1301.182,7604.6990000003,0
Región de Valparaíso,Total Región,Otros Frutales,28,87.82,84.003,3.817,0,8.37,79.45,0
Región de Valparaíso,Total Región,Quinta Frutal,213,106.1786,99.5686,6.61,0,12.301,90.077681724,3.8
Región de Valparaíso,Casablanca,Total,74,628.0449,627.6449,0.4,0,155.739,472.306,0
Región de Valparaíso,Casablanca,Sin Clasificar,2,3,3,0,0,0.5,2.5,0
Región de Valparaíso,Casablanca,Almendro,2,17.1,17.1,0,0,0,17.1,0
Región de Valparaíso,Casablanca,Berries,11,36.89,36.89,0,0,0.2,36.69,0
Región de Valparaíso,Casablanca,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Castaño,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Cerezo,3,20,20,0,0,20,0,0
Región de Valparaíso,Casablanca,Chirimoyo,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Ciruelo Europeo,3,23,23,0,0,8,15,0
Región de Valparaíso,Casablanca,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Clementina,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Damasco,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Granado,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Higuera,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Kiwi,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Limón de Pica,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Limonero,3,4,4,0,0,0,4,0
Región de Valparaíso,Casablanca,Mandarina,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Mango,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Manzana,7,185,185,0,0,18,167,0
Región de Valparaíso,Casablanca,Membrillo,4,15.3,15.1,0.2,0,4,11.3,0
Región de Valparaíso,Casablanca,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Naranjo,2,1.55,1.55,0,0,0,1.55,0
Región de Valparaíso,Casablanca,Nectarino,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Nogal,28,210.29,210.29,0,0,34.2,176.09,0
Región de Valparaíso,Casablanca,Olivo,3,72.5,72.5,0,0,70,2.5,0
Región de Valparaíso,Casablanca,Palto,2,5.8,5.8,0,0,0,5.8,0
Región de Valparaíso,Casablanca,Papayo,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Pera,3,25,25,0,0,0,25,0
Región de Valparaíso,Casablanca,Pistacho,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Pomelo,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Tuna,3,0.19,0,0.19,0,0.07,0.12,0
Región de Valparaíso,Casablanca,Uva de Mesa,3,2.2999,2.2999,0,0,0,2.3,0
Región de Valparaíso,Casablanca,Otros Frutales,0,0,0,0,0,0,0,0
Región de Valparaíso,Casablanca,Quinta Frutal,17,6.125,6.115,0.01,0,0.769,5.356,0
Región de Valparaíso,Juan Fernández,Total,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Almendro,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Berries,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Castaño,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Cerezo,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Chirimoyo,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Clementina,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Damasco,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Granado,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Higuera,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Kiwi,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Limón de Pica,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Limonero,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Mandarina,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Mango,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Manzana,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Membrillo,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Naranjo,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Nectarino,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Nogal,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Olivo,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Palto,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Papayo,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Pera,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Pistacho,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Pomelo,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Tuna,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Otros Frutales,0,0,0,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Quinta Frutal,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Total,28,101.526,97.526,4,0,6.17,95.356,0
Región de Valparaíso,Puchuncaví,Sin Clasificar,4,3.75,2.75,1,0,0,3.75,0
Región de Valparaíso,Puchuncaví,Almendro,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Berries,1,0.1,0.1,0,0,0,0.1,0
Región de Valparaíso,Puchuncaví,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Castaño,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Cerezo,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Chirimoyo,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Ciruelo Europeo,1,0.004,0.004,0,0,0,0.004,0
Región de Valparaíso,Puchuncaví,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Clementina,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Damasco,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Duraznero (Consumo Fresco),2,0.131,0.131,0,0,0,0.131,0
Región de Valparaíso,Puchuncaví,Duraznero (Tipo Conservero),1,0.01,0.01,0,0,0,0.01,0
Región de Valparaíso,Puchuncaví,Granado,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Higuera,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Kiwi,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Lima (o Limón Sutil),1,0.25,0.25,0,0,0,0.25,0
Región de Valparaíso,Puchuncaví,Limón de Pica,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Limonero,16,27.191,24.191,3,0,5.17,22.021,0
Región de Valparaíso,Puchuncaví,Mandarina,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Mango,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Manzana,1,0.005,0.005,0,0,0,0.005,0
Región de Valparaíso,Puchuncaví,Membrillo,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Naranjo,1,1.32,1.32,0,0,0,1.32,0
Región de Valparaíso,Puchuncaví,Nectarino,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Nogal,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Olivo,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Palto,6,67.25,67.25,0,0,1,66.25,0
Región de Valparaíso,Puchuncaví,Papayo,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Pera,1,1,1,0,0,0,1,0
Región de Valparaíso,Puchuncaví,Pistacho,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Pomelo,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Tuna,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Otros Frutales,1,0.1,0.1,0,0,0,0.1,0
Región de Valparaíso,Puchuncaví,Quinta Frutal,2,0.415,0.415,0,0,0,0.415,0
Región de Valparaíso,Quintero,Total,6,92.57,92.57,0,0,0.3,92.27,0
Región de Valparaíso,Quintero,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Almendro,1,0.1,0.1,0,0,0,0.1,0
Región de Valparaíso,Quintero,Berries,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Avellano Europeo,1,0.5,0.5,0,0,0,0.5,0
Región de Valparaíso,Quintero,Castaño,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Cerezo,1,0.05,0.05,0,0,0,0.05,0
Región de Valparaíso,Quintero,Chirimoyo,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Ciruelo Europeo,2,0.055,0.055,0,0,0,0.055,0
Región de Valparaíso,Quintero,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Clementina,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Damasco,1,0.003,0.003,0,0,0,0.003,0
Región de Valparaíso,Quintero,Duraznero (Consumo Fresco),2,0.027,0.027,0,0,0,0.027,0
Región de Valparaíso,Quintero,Duraznero (Tipo Conservero),1,0.025,0.025,0,0,0,0.025,0
Región de Valparaíso,Quintero,Granado,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Higuera,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Kiwi,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Limón de Pica,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Limonero,3,40.1,40.1,0,0,0,40.1,0
Región de Valparaíso,Quintero,Mandarina,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Mango,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Manzana,2,0.055,0.055,0,0,0,0.055,0
Región de Valparaíso,Quintero,Membrillo,1,0.005,0.005,0,0,0,0.005,0
Región de Valparaíso,Quintero,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Naranjo,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Nectarino,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Nogal,2,7.3,7.3,0,0,0,7.3,0
Región de Valparaíso,Quintero,Olivo,3,39,39,0,0,0,39,0
Región de Valparaíso,Quintero,Palto,2,5.3,5.3,0,0,0.3,5,0
Región de Valparaíso,Quintero,Papayo,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Pera,1,0.05,0.05,0,0,0,0.05,0
Región de Valparaíso,Quintero,Pistacho,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Pomelo,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Tuna,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Otros Frutales,0,0,0,0,0,0,0,0
Región de Valparaíso,Quintero,Quinta Frutal,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Total,7,53.8924,51.3924,2.5,0,0,53.8925407928,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Sin Clasificar,3,2.7,2.7,0,0,0,2.7,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Almendro,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Berries,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Castaño,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Cerezo,1,1.0524,1.0524,0,0,0,1.0524475525,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Chirimoyo,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Clementina,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Damasco,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Duraznero (Consumo Fresco),1,1.3333,1.3333,0,0,0,1.3333333334,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Granado,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Higuera,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Kiwi,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Limón de Pica,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Limonero,1,36,36,0,0,0,36,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Mandarina,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Mango,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Manzana,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Membrillo,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Naranjo,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Nectarino,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Nogal,1,0.5,0.5,0,0,0,0.5,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Olivo,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Palto,1,2,2,0,0,0,2,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Papayo,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Pera,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Pistacho,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Pomelo,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Tuna,1,2.5,0,2.5,0,0,2.5,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Uva de Mesa,2,6.9734,6.9734,0,0,0,6.9734265735,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Otros Frutales,0,0,0,0,0,0,0,0
Región de Valparaíso,Valparaíso/Viña del Mar/ Concón,Quinta Frutal,2,0.8332999999999999,0.8332999999999999,0,0,0,0.8333333333999999,0
Región de Valparaíso,Isla de Pascua,Total,9,5.507,0,5.507,0,4.4,1.107,0
Región de Valparaíso,Isla de Pascua,Sin Clasificar,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Almendro,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Berries,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Castaño,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Cerezo,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Chirimoyo,1,0.02,0,0.02,0,0.01,0.01,0
Región de Valparaíso,Isla de Pascua,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Clementina,1,0.04,0,0.04,0,0.03,0.01,0
Región de Valparaíso,Isla de Pascua,Damasco,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Granado,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Higuera,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Kiwi,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Limón de Pica,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Limonero,1,0.05,0,0.05,0,0.04,0.01,0
Región de Valparaíso,Isla de Pascua,Mandarina,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Mango,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Manzana,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Membrillo,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Naranjo,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Nectarino,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Nogal,0,0,0,0,0,0,0,0
Región de Valparaíso,Isla de Pascua,Olivo,0,0,0,0,0,0,0,0
