Total Nacional - Región_0,comuna6_7_1,especie_2,número_de_upa89_3,superficie_(ha)_4,en_riego_5,en_secano_6,sin_clasificar_10_7,en_formación_11_8,en_producción_12_9,sin_clasificar_10_10
Región de Tarapacá,pozo_almonte,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Tarapacá,pozo_almonte,naranjo,50,0632,0632,00,00,0255,0377,00
Región de Tarapacá,pozo_almonte,nectarino,00,00,00,00,00,00,00,00
Región de Tarapacá,pozo_almonte,nogal,00,00,00,00,00,00,00,00
Región de Tarapacá,pozo_almonte,olivo,10,012,012,00,00,00,012,00
Región de Tarapacá,pozo_almonte,palto,00,00,00,00,00,00,00,00
Región de Tarapacá,pozo_almonte,papayo,00,00,00,00,00,00,00,00
Región de Tarapacá,pozo_almonte,pera,70,1017,1017,00,00,03,0717,00
Región de Tarapacá,pozo_almonte,pistacho,10,008,008,00,00,00,008,00
Región de Tarapacá,pozo_almonte,pomelo,10,003,003,00,00,00,003,00
Región de Tarapacá,pozo_almonte,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Tarapacá,pozo_almonte,tuna,40,0255,0255,00,00,00,0255,00
Región de Tarapacá,pozo_almonte,uva_de_mesa,10,003,003,00,00,003,00,00
Región de Tarapacá,pozo_almonte,otros_frutales,60,0548,0548,00,00,0112,0436,00
Región de Tarapacá,pozo_almonte,quinta_frutal,170,1286,1286,00,00,031,0976,00
Región de Tarapacá,camiña,total,10,004,004,00,00,00,004,00
Región de Tarapacá,camiña,sin_clasificar,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,almendro,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,berries,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,avellano_europeo,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,castaño,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,cerezo,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,chirimoyo,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,clementina,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,damasco,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,granado,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,higuera,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,kiwi,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,limón_de_pica,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,limonero,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,mandarina,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,mango,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,manzana,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,membrillo,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,naranjo,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,nectarino,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,nogal,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,olivo,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,palto,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,papayo,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,pera,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,pistacho,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,pomelo,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,tuna,10,004,004,00,00,00,004,00
Región de Tarapacá,camiña,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,otros_frutales,00,00,00,00,00,00,00,00
Región de Tarapacá,camiña,quinta_frutal,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,total,10,0125,0125,00,00,0125,00,00
Región de Tarapacá,colchane,sin_clasificar,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,almendro,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,berries,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,avellano_europeo,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,castaño,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,cerezo,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,chirimoyo,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,clementina,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,damasco,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,duraznero_(tipo_conservero),10,0035,0035,00,00,0035,00,00
Región de Tarapacá,colchane,granado,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,higuera,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,kiwi,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,limón_de_pica,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,limonero,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,mandarina,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,mango,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,manzana,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,membrillo,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,naranjo,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,nectarino,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,nogal,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,olivo,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,palto,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,papayo,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,pera,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,pistacho,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,pomelo,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,tuna,10,009,009,00,00,009,00,00
Región de Tarapacá,colchane,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,otros_frutales,00,00,00,00,00,00,00,00
Región de Tarapacá,colchane,quinta_frutal,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,total,490,40402,40402,00,00,7815,32587,00
Región de Tarapacá,huara,sin_clasificar,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,almendro,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,berries,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,avellano_europeo,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,castaño,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,cerezo,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,chirimoyo,10,0006,0006,00,00,0006,00,00
Región de Tarapacá,huara,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,clementina,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,damasco,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,duraznero_(consumo_fresco),40,11,11,00,00,00,11,00
Región de Tarapacá,huara,duraznero_(tipo_conservero),20,0164,0164,00,00,00,0164,00
Región de Tarapacá,huara,granado,170,178,178,00,00,0062,1718,00
Región de Tarapacá,huara,higuera,10,0005,0005,00,00,0003,0002,00
Región de Tarapacá,huara,kiwi,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,lima_(o_limón_sutil),20,041,041,00,00,041,00,00
Región de Tarapacá,huara,limón_de_pica,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,limonero,110,12061,12061,00,00,6356999999999999,5704,00
Región de Tarapacá,huara,mandarina,10,0003,0003,00,00,0003,00,00
Región de Tarapacá,huara,mango,50,0431,0431,00,00,005,0381,00
Región de Tarapacá,huara,manzana,20,0051,0051,00,00,00,0051,00
Región de Tarapacá,huara,membrillo,250,6058,6058,00,00,00,6058,00
Región de Tarapacá,huara,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,naranjo,50,3528,3528,00,00,016,3368,00
Región de Tarapacá,huara,nectarino,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,nogal,10,01,01,00,00,00,01,00
Región de Tarapacá,huara,olivo,20,0002,0002,00,00,0001,0001,00
Región de Tarapacá,huara,palto,40,09279999999999999,09279999999999999,00,00,0264,0664,00
Región de Tarapacá,huara,papayo,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,pera,60,0863,0863,00,00,00,0863,00
Región de Tarapacá,huara,pistacho,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,pomelo,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Tarapacá,huara,tuna,40,316,316,00,00,002,314,00
Región de Tarapacá,huara,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Tarapacá,huara,otros_frutales,240,9104,9104,00,00,0479,8625,00
Región de Tarapacá,huara,quinta_frutal,30,0648,0648,00,00,00,0648,00
Región de Tarapacá,pica,total,1750,214113,20349,10454,0169,8766,205347,00
Región de Tarapacá,pica,sin_clasificar,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,almendro,10,0002,0002,00,00,0002,00,00
Región de Tarapacá,pica,berries,40,1323,1323,00,00,00,1323,00
Región de Tarapacá,pica,avellano_europeo,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,castaño,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,cerezo,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,chirimoyo,30,0035,0035,00,00,0001,0034,00
Región de Tarapacá,pica,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,clementina,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,damasco,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Tarapacá,pica,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Tarapacá,pica,granado,120,0205,0185,002,00,00,0205,00
Región de Tarapacá,pica,higuera,60,0023,0023,00,00,0001,0022,00
Región de Tarapacá,pica,kiwi,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,lima_(o_limón_sutil),120,1514,1493,0021,00,005,1464,00
Región de Tarapacá,pica,limón_de_pica,1310,47799,4468,3119,00,2995,44804,00
Región de Tarapacá,pica,limonero,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,mandarina,80,0358,0358,00,00,00,0358,00
Región de Tarapacá,pica,mango,1480,56272,52601,3671,00,2106,54166,00
Región de Tarapacá,pica,manzana,10,0003,0003,00,00,00,0003,00
Región de Tarapacá,pica,membrillo,110,0157,0157,00,00,00,0157,00
Región de Tarapacá,pica,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,naranjo,1080,26186,25361,0685,014,037,25816,00
Región de Tarapacá,pica,nectarino,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,nogal,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,olivo,10,0013,0013,00,00,00,0013,00
Región de Tarapacá,pica,palto,110,0067,0067,00,00,0008,0059,00
Región de Tarapacá,pica,papayo,10,002,002,00,00,002,00,00
Región de Tarapacá,pica,pera,10,0002,0002,00,00,00,0002,00
Región de Tarapacá,pica,pistacho,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,pomelo,580,662,6266,0346,0008,0068,6552,00
Región de Tarapacá,pica,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Tarapacá,pica,tuna,00,00,00,00,00,00,00,00
Región de Tarapacá,pica,uva_de_mesa,100,0093,0093,00,00,0008,0085,00
Región de Tarapacá,pica,otros_frutales,1530,72266,69709,2536,0021,3047,69219,00
Región de Tarapacá,pica,quinta_frutal,210,1155,1099,0056,00,009,1065,00
Región de Antofagasta,total_región,total,2560,95543,94203,134,00,151,92693,134
Región de Antofagasta,total_región,sin_clasificar,30,134,00,134,00,00,00,134
Región de Antofagasta,total_región,almendro,20,006000000000000001,006000000000000001,00,00,00,006000000000000001,00
Región de Antofagasta,total_región,berries,50,0714,0714,00,00,00,0714,00
Región de Antofagasta,total_región,avellano_europeo,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,castaño,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,cerezo,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,chirimoyo,10,001,001,00,00,00,001,00
Región de Antofagasta,total_región,ciruelo_europeo,20,015,015,00,00,005,01,00
Región de Antofagasta,total_región,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,clementina,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,damasco,260,1658,1658,00,00,0123,1535,00
Región de Antofagasta,total_región,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,granado,210,162,162,00,00,005,157,00
Región de Antofagasta,total_región,higuera,160,0925,0925,00,00,005,0875,00
Región de Antofagasta,total_región,kiwi,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,lima_(o_limón_sutil),10,01,01,00,00,00,01,00
Región de Antofagasta,total_región,limón_de_pica,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,limonero,60,086,086,00,00,00,086,00
Región de Antofagasta,total_región,mandarina,40,025,025,00,00,00,025,00
Región de Antofagasta,total_región,mango,10,001,001,00,00,00,001,00
Región de Antofagasta,total_región,manzana,220,0752,0752,00,00,0142,061,00
Región de Antofagasta,total_región,membrillo,400,5194,5194,00,00,0319,4875,00
Región de Antofagasta,total_región,moras_murta_y_zarzaparrila,10,001,001,00,00,00,001,00
Región de Antofagasta,total_región,naranjo,40,026,026,00,00,00,026,00
Región de Antofagasta,total_región,nectarino,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,nogal,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,olivo,590,2333,2333,00,00,004,2329,00
Región de Antofagasta,total_región,palto,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,papayo,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,pera,670,1412,1412,00,00,0299,13821,00
Región de Antofagasta,total_región,pistacho,00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,pomelo,10,001,001,00,00,00,001,00
Región de Antofagasta,total_región,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Antofagasta,total_región,tuna,330,3644,3644,00,00,0168,3476,00
Región de Antofagasta,total_región,uva_de_mesa,150,159,159,00,00,01,149,00
Región de Antofagasta,total_región,otros_frutales,20,02,02,00,00,00,02,00
Región de Antofagasta,total_región,quinta_frutal,1400,38736,38736,00,00,0169,38567,00
Región de Antofagasta,antofagasta,total,110,5224,5224,00,00,00,5224,00
Región de Antofagasta,antofagasta,sin_clasificar,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,almendro,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,berries,50,0714,0714,00,00,00,0714,00
Región de Antofagasta,antofagasta,avellano_europeo,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,castaño,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,cerezo,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,chirimoyo,10,001,001,00,00,00,001,00
Región de Antofagasta,antofagasta,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,clementina,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,damasco,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,granado,10,003,003,00,00,00,003,00
Región de Antofagasta,antofagasta,higuera,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,kiwi,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,lima_(o_limón_sutil),10,01,01,00,00,00,01,00
Región de Antofagasta,antofagasta,limón_de_pica,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,limonero,20,051,051,00,00,00,051,00
Región de Antofagasta,antofagasta,mandarina,20,004,004,00,00,00,004,00
Región de Antofagasta,antofagasta,mango,10,001,001,00,00,00,001,00
Región de Antofagasta,antofagasta,manzana,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,membrillo,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,naranjo,20,004,004,00,00,00,004,00
Región de Antofagasta,antofagasta,nectarino,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,nogal,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,olivo,10,35,35,00,00,00,35,00
Región de Antofagasta,antofagasta,palto,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,papayo,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,pera,10,003,003,00,00,00,003,00
Región de Antofagasta,antofagasta,pistacho,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,pomelo,10,001,001,00,00,00,001,00
Región de Antofagasta,antofagasta,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,tuna,00,00,00,00,00,00,00,00
Región de Antofagasta,antofagasta,uva_de_mesa,10,003,003,00,00,00,003,00
Región de Antofagasta,antofagasta,otros_frutales,20,02,02,00,00,00,02,00
Región de Antofagasta,antofagasta,quinta_frutal,00,00,00,00,00,00,00,00
Región de Antofagasta,taltal,total,600,2566,2482,084,00,004,2478,084
Región de Antofagasta,taltal,sin_clasificar,20,084,00,084,00,00,00,084
Región de Antofagasta,taltal,almendro,10,001,001,00,00,00,001,00
Región de Antofagasta,taltal,berries,00,00,00,00,00,00,00,00
Región de Antofagasta,taltal,avellano_europeo,00,00,00,00,00,00,00,00
Región de Antofagasta,taltal,castaño,00,00,00,00,00,00,00,00
Región de Antofagasta,taltal,cerezo,00,00,00,00,00,00,00,00
Región de Antofagasta,taltal,chirimoyo,00,00,00,00,00,00,00,00
Región de Antofagasta,taltal,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Antofagasta,taltal,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Antofagasta,taltal,clementina,00,00,00,00,00,00,00,00
Región de Antofagasta,taltal,damasco,00,00,00,00,00,00,00,00
