Total Nacional - Región_0,comuna6_7_1,especie_2,número_de_upa89_3,superficie_(ha)_4,en_riego_5,en_secano_6,sin_clasificar_10_7,en_formación_11_8,en_producción_12_9,sin_clasificar_10_10
Región de Valparaíso,papudo,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,otros_frutales,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,quinta_frutal,10,007,007,00,00,00,007,00
Región de Valparaíso,petorca,total,1650,11495678,11263788,2244,0749,1370010637448,993766780876,188
Región de Valparaíso,petorca,sin_clasificar,120,2663,783,188,00,19,593,188
Región de Valparaíso,petorca,almendro,20,042,042,00,00,00,042,00
Región de Valparaíso,petorca,berries,20,77,77,00,00,00,77,00
Región de Valparaíso,petorca,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,cerezo,30,2678,2678,00,00,00,2678,00
Región de Valparaíso,petorca,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,clementina,30,740,740,00,00,400,340,00
Región de Valparaíso,petorca,damasco,20,0003,0003,00,00,00,0003,00
Región de Valparaíso,petorca,duraznero_(consumo_fresco),100,0249,0249,00,00,002,0229,00
Región de Valparaíso,petorca,duraznero_(tipo_conservero),20,0055,0055,00,00,00,0055,00
Región de Valparaíso,petorca,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,higuera,10,025,025,00,00,025,00,00
Región de Valparaíso,petorca,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,limonero,260,7433,73581,00,0749,10623505976,63706505976,00
Región de Valparaíso,petorca,mandarina,50,1091,1091,00,00,190,901,00
Región de Valparaíso,petorca,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,membrillo,30,0005,0005,00,00,00,0005,00
Región de Valparaíso,petorca,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,naranjo,30,22032,22032,00,00,160,6032,00
Región de Valparaíso,petorca,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,nogal,590,2196025,2162425,336,00,1817,201432521912,00
Región de Valparaíso,petorca,olivo,150,1914,1914,00,00,015,1899,00
Región de Valparaíso,petorca,palto,760,5553373,5553373,00,00,265405577688,528796752988,00
Región de Valparaíso,petorca,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,petorca,tuna,100,6922,6642,028,00,342,3502,00
Región de Valparaíso,petorca,uva_de_mesa,40,3011,3011,00,00,00,3011,00
Región de Valparaíso,petorca,otros_frutales,10,0003,0003,00,00,00,0003,00
Región de Valparaíso,petorca,quinta_frutal,90,3998,3998,00,00,09269999999999999,3071,00
Región de Valparaíso,zapallar,total,110,10445,10245,20,00,1905,834,20
Región de Valparaíso,zapallar,sin_clasificar,40,475,275,20,00,00,275,20
Región de Valparaíso,zapallar,almendro,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,berries,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,cerezo,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,clementina,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,limonero,40,287,287,00,00,129,158,00
Región de Valparaíso,zapallar,mandarina,10,146,146,00,00,00,146,00
Región de Valparaíso,zapallar,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,naranjo,10,100,100,00,00,00,100,00
Región de Valparaíso,zapallar,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,nogal,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,olivo,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,palto,40,4565,4565,00,00,615,395,00
Región de Valparaíso,zapallar,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,otros_frutales,00,00,00,00,00,00,00,00
Región de Valparaíso,zapallar,quinta_frutal,20,075,075,00,00,00,075,00
Región de Valparaíso,quillota,total,1770,2264802,2227302,12,363,260746,20040560000101,00
Región de Valparaíso,quillota,sin_clasificar,50,48,48,00,00,00,48,00
Región de Valparaíso,quillota,almendro,10,02,02,00,00,00,02,00
Región de Valparaíso,quillota,berries,90,776,776,00,00,00,776,00
Región de Valparaíso,quillota,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,cerezo,60,406,406,00,00,97,309,00
Región de Valparaíso,quillota,chirimoyo,40,933,933,00,00,00,933,00
Región de Valparaíso,quillota,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,clementina,30,6600000000000001,6600000000000001,00,00,20,4600000000000001,00
Región de Valparaíso,quillota,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,kiwi,30,1976,1976,00,00,00,1976,00
Región de Valparaíso,quillota,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,limonero,270,34073,34073,00,00,3739,30334,00
Región de Valparaíso,quillota,mandarina,60,243,243,00,00,100,143,00
Región de Valparaíso,quillota,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,naranjo,140,13841,13841,00,00,001,1384,00
Región de Valparaíso,quillota,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,nogal,100,3159,3159,00,00,90,2259,00
Región de Valparaíso,quillota,olivo,20,210,210,00,00,00,210,00
Región de Valparaíso,quillota,palto,1390,1515492,1479192,00,363,187446,13280460000101,00
Región de Valparaíso,quillota,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,pomelo,10,329,329,00,00,00,329,00
Región de Valparaíso,quillota,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,quillota,uva_de_mesa,10,122,122,00,00,52,70,00
Región de Valparaíso,quillota,otros_frutales,30,112,112,00,00,00,112,00
Región de Valparaíso,quillota,quinta_frutal,70,77,65,12,00,00,77,00
Región de Valparaíso,calera,total,1010,5249627999999999,5246628,03,00,734039708267,4512588784462,03
Región de Valparaíso,calera,sin_clasificar,20,10,07,03,00,00,07,03
Región de Valparaíso,calera,almendro,10,05,05,00,00,00,05,00
Región de Valparaíso,calera,berries,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,cerezo,30,29,29,00,00,18,11,00
Región de Valparaíso,calera,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,clementina,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Valparaíso,calera,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,calera,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,calera,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,limonero,40,110,110,00,00,30,80,00
Región de Valparaíso,calera,mandarina,30,60,60,00,00,00,60,00
Región de Valparaíso,calera,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,naranjo,10,70,70,00,00,00,70,00
Región de Valparaíso,calera,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,nogal,20,96,96,00,00,00,96,00
Región de Valparaíso,calera,olivo,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,palto,950,4852628,4852628,00,00,686039708267,4166588784462,00
Región de Valparaíso,calera,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,pera,10,02,02,00,00,00,02,00
Región de Valparaíso,calera,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,calera,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,otros_frutales,00,00,00,00,00,00,00,00
Región de Valparaíso,calera,quinta_frutal,30,15,15,00,00,00,15,00
Región de Valparaíso,hijuelas,total,1840,25306527,25265527,41,00,1686646055436,2357888091684,41
Región de Valparaíso,hijuelas,sin_clasificar,140,141,120,21,00,30,90,21
Región de Valparaíso,hijuelas,almendro,50,511,511,00,00,00,511,00
Región de Valparaíso,hijuelas,berries,30,62,62,00,00,00,62,00
Región de Valparaíso,hijuelas,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,cerezo,50,342,342,00,00,62,280,00
Región de Valparaíso,hijuelas,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,clementina,20,140,140,00,00,00,140,00
Región de Valparaíso,hijuelas,damasco,10,025,025,00,00,00,025,00
Región de Valparaíso,hijuelas,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,higuera,10,05,05,00,00,05,00,00
Región de Valparaíso,hijuelas,kiwi,40,440,440,00,00,00,440,00
Región de Valparaíso,hijuelas,lima_(o_limón_sutil),10,50,50,00,00,00,50,00
Región de Valparaíso,hijuelas,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,limonero,110,7765,7765,00,00,1875,589,00
Región de Valparaíso,hijuelas,mandarina,80,8346000000000001,8346000000000001,00,00,00,8346000000000001,00
Región de Valparaíso,hijuelas,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,naranjo,190,12859,12859,00,00,137,11489,00
Región de Valparaíso,hijuelas,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,nogal,100,874,874,00,00,00,874,00
Región de Valparaíso,hijuelas,olivo,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,palto,1450,19325527,19325527,00,00,1215646055436,1810988091684,00
Región de Valparaíso,hijuelas,papayo,30,22,22,00,00,22,00,00
Región de Valparaíso,hijuelas,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,pistacho,30,20,20,00,00,20,00,00
Región de Valparaíso,hijuelas,pomelo,40,198,198,00,00,00,198,00
Región de Valparaíso,hijuelas,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Valparaíso,hijuelas,otros_frutales,50,2475,2475,00,00,075,240,00
Región de Valparaíso,hijuelas,quinta_frutal,40,29,09,20,00,00,09,20
Región de Valparaíso,la_cruz,total,1490,14261535,14258115,0342,00,1909184236297,12348930298668,0342
Región de Valparaíso,la_cruz,sin_clasificar,70,6691999999999999,635,0342,00,00,635,0342
Región de Valparaíso,la_cruz,almendro,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,berries,30,124,124,00,00,44,80,00
Región de Valparaíso,la_cruz,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,cerezo,30,97,97,00,00,77,20,00
Región de Valparaíso,la_cruz,chirimoyo,30,134,134,00,00,10,124,00
Región de Valparaíso,la_cruz,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,clementina,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,limonero,70,576,576,00,00,53,523,00
Región de Valparaíso,la_cruz,mandarina,30,105,105,00,00,50,55,00
Región de Valparaíso,la_cruz,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,naranjo,40,168,168,00,00,20,148,00
Región de Valparaíso,la_cruz,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,nogal,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,olivo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,palto,1400,12949615,12949615,00,00,1648184236297,11301430298668,00
Región de Valparaíso,la_cruz,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Valparaíso,la_cruz,otros_frutales,10,01,01,00,00,00,01,00
Región de Valparaíso,la_cruz,quinta_frutal,110,40,40,00,00,07,33,00
Región de Valparaíso,nogales,total,1150,2575347200000001,25684902,5606,1251,5853559362552,1989491219124,05
Región de Valparaíso,nogales,sin_clasificar,70,747,697,05,00,10,597,05
Región de Valparaíso,nogales,almendro,40,1080,1075,05,00,00,1080,00
Región de Valparaíso,nogales,berries,20,324,324,00,00,00,324,00
Región de Valparaíso,nogales,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,cerezo,20,2035,2035,00,00,120,8350000000000001,00
Región de Valparaíso,nogales,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,clementina,30,140,140,00,00,00,140,00
Región de Valparaíso,nogales,damasco,10,0001,00,0001,00,00,0001,00
Región de Valparaíso,nogales,duraznero_(consumo_fresco),10,0001,00,0001,00,00,0001,00
Región de Valparaíso,nogales,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,higuera,10,0001,00,0001,00,00,0001,00
Región de Valparaíso,nogales,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,limonero,150,225554,224302,0001,1251,38526494024,187027494024,00
Región de Valparaíso,nogales,mandarina,110,17572,17572,00,00,78,16792,00
Región de Valparaíso,nogales,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,manzana,10,0001,00,0001,00,00,0001,00
Región de Valparaíso,nogales,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,naranjo,180,285991,28599,0001,00,347,251291,00
Región de Valparaíso,nogales,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,nogal,610,6868605,6868605,00,00,17829,508570478088,00
Región de Valparaíso,nogales,olivo,40,245,203,42,00,00,245,00
Región de Valparaíso,nogales,palto,480,9684377,9680377,04,00,3099894422312,658448247012,00
Región de Valparaíso,nogales,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,pomelo,30,1264,1264,00,00,00,1264,00
Región de Valparaíso,nogales,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,nogales,tuna,10,30,30,00,00,30,00,00
Región de Valparaíso,nogales,uva_de_mesa,30,70,70,00,00,00,70,00
