total_nacional_region,comuna_78,especie_9,total_numero_de_upa1011,total_superficie_cultivo_ha
Región Metropolitana de Santiago,G1 Santiago,Queñoa de Altura,0,0
Región Metropolitana de Santiago,G1 Santiago,Queule,0,0
Región Metropolitana de Santiago,G1 Santiago,Quillay,3,2252.85
Región Metropolitana de Santiago,G1 Santiago,Radal,0,0
Región Metropolitana de Santiago,G1 Santiago,Rarán,0,0
Región Metropolitana de Santiago,G1 Santiago,Raulí,0,0
Región Metropolitana de Santiago,G1 Santiago,Roble,0,0
Región Metropolitana de Santiago,G1 Santiago,Roble Blanco,0,0
Región Metropolitana de Santiago,G1 Santiago,Ruil,0,0
Región Metropolitana de Santiago,G1 Santiago,Sándalo,0,0
Región Metropolitana de Santiago,G1 Santiago,Sauce Amargo,0,0
Región Metropolitana de Santiago,G1 Santiago,Sauco,0,0
Región Metropolitana de Santiago,G1 Santiago,Tamarugo,0,0
Región Metropolitana de Santiago,G1 Santiago,Tara,0,0
Región Metropolitana de Santiago,G1 Santiago,Tayu,0,0
Región Metropolitana de Santiago,G1 Santiago,Tepa,0,0
Región Metropolitana de Santiago,G1 Santiago,Tiaca,0,0
Región Metropolitana de Santiago,G1 Santiago,Tineo,0,0
Región Metropolitana de Santiago,G1 Santiago,Trevo,0,0
Región Metropolitana de Santiago,G1 Santiago,Ulmo,0,0
Región Metropolitana de Santiago,G2 Santiago,Total,1,20
Región Metropolitana de Santiago,G2 Santiago,Sin clasificar,0,0
Región Metropolitana de Santiago,G2 Santiago,Alerce,0,0
Región Metropolitana de Santiago,G2 Santiago,Algarrobo,0,0
Región Metropolitana de Santiago,G2 Santiago,Algarrobo del Norte,0,0
Región Metropolitana de Santiago,G2 Santiago,Araucaria,0,0
Región Metropolitana de Santiago,G2 Santiago,Arrayán,0,0
Región Metropolitana de Santiago,G2 Santiago,Avellanillo,0,0
Región Metropolitana de Santiago,G2 Santiago,Avellano,0,0
Región Metropolitana de Santiago,G2 Santiago,Belloto del Norte,0,0
Región Metropolitana de Santiago,G2 Santiago,Belloto del Sur,0,0
Región Metropolitana de Santiago,G2 Santiago,Boldo,0,0
Región Metropolitana de Santiago,G2 Santiago,Canelo,0,0
Región Metropolitana de Santiago,G2 Santiago,Carbonillo o Carbón,0,0
Región Metropolitana de Santiago,G2 Santiago,Chañar,0,0
Región Metropolitana de Santiago,G2 Santiago,Ciprés de La Cordillera,0,0
Región Metropolitana de Santiago,G2 Santiago,Ciprés de Las Guaitecas,0,0
Región Metropolitana de Santiago,G2 Santiago,Coigüe,0,0
Región Metropolitana de Santiago,G2 Santiago,Coigüe de Chiloé,0,0
Región Metropolitana de Santiago,G2 Santiago,Coigüe de Magallanes,0,0
Región Metropolitana de Santiago,G2 Santiago,Culén,0,0
Región Metropolitana de Santiago,G2 Santiago,Espino,0,0
Región Metropolitana de Santiago,G2 Santiago,Fuinque,0,0
Región Metropolitana de Santiago,G2 Santiago,Huala,0,0
Región Metropolitana de Santiago,G2 Santiago,Hualo,0,0
Región Metropolitana de Santiago,G2 Santiago,Huayún,0,0
Región Metropolitana de Santiago,G2 Santiago,Huella,0,0
Región Metropolitana de Santiago,G2 Santiago,Huingán,0,0
Región Metropolitana de Santiago,G2 Santiago,Laurel,0,0
Región Metropolitana de Santiago,G2 Santiago,Lenga,0,0
Región Metropolitana de Santiago,G2 Santiago,Leña Dura,0,0
Región Metropolitana de Santiago,G2 Santiago,Lingue,0,0
Región Metropolitana de Santiago,G2 Santiago,Lingue del Norte,0,0
Región Metropolitana de Santiago,G2 Santiago,Litre,0,0
Región Metropolitana de Santiago,G2 Santiago,Lleuque,0,0
Región Metropolitana de Santiago,G2 Santiago,Luma,0,0
Región Metropolitana de Santiago,G2 Santiago,Luma de Más Afuera,0,0
Región Metropolitana de Santiago,G2 Santiago,Maitén,0,0
Región Metropolitana de Santiago,G2 Santiago,Mañío de Hojas Cortas,0,0
Región Metropolitana de Santiago,G2 Santiago,Mañío de Hojas Largas,0,0
Región Metropolitana de Santiago,G2 Santiago,Mañío de Hojas Punzantes,0,0
Región Metropolitana de Santiago,G2 Santiago,Mardoño,0,0
Región Metropolitana de Santiago,G2 Santiago,Melí,0,0
Región Metropolitana de Santiago,G2 Santiago,Molle,0,0
Región Metropolitana de Santiago,G2 Santiago,Naranjillo,0,0
Región Metropolitana de Santiago,G2 Santiago,Notro,0,0
Región Metropolitana de Santiago,G2 Santiago,Ñirre,0,0
Región Metropolitana de Santiago,G2 Santiago,Olivillo,0,0
Región Metropolitana de Santiago,G2 Santiago,Palma Chilena,0,0
Región Metropolitana de Santiago,G2 Santiago,Patagua,0,0
Región Metropolitana de Santiago,G2 Santiago,Pelu,0,0
Región Metropolitana de Santiago,G2 Santiago,Peumo,0,0
Región Metropolitana de Santiago,G2 Santiago,Picha-Picha,0,0
Región Metropolitana de Santiago,G2 Santiago,Pimiento,0,0
Región Metropolitana de Santiago,G2 Santiago,Pitra,0,0
Región Metropolitana de Santiago,G2 Santiago,Polizón,0,0
Región Metropolitana de Santiago,G2 Santiago,Queñoa,0,0
Región Metropolitana de Santiago,G2 Santiago,Queñoa de Altura,0,0
Región Metropolitana de Santiago,G2 Santiago,Queule,0,0
Región Metropolitana de Santiago,G2 Santiago,Quillay,1,20
Región Metropolitana de Santiago,G2 Santiago,Radal,0,0
Región Metropolitana de Santiago,G2 Santiago,Rarán,0,0
Región Metropolitana de Santiago,G2 Santiago,Raulí,0,0
Región Metropolitana de Santiago,G2 Santiago,Roble,0,0
Región Metropolitana de Santiago,G2 Santiago,Roble Blanco,0,0
Región Metropolitana de Santiago,G2 Santiago,Ruil,0,0
Región Metropolitana de Santiago,G2 Santiago,Sándalo,0,0
Región Metropolitana de Santiago,G2 Santiago,Sauce Amargo,0,0
Región Metropolitana de Santiago,G2 Santiago,Sauco,0,0
Región Metropolitana de Santiago,G2 Santiago,Tamarugo,0,0
Región Metropolitana de Santiago,G2 Santiago,Tara,0,0
Región Metropolitana de Santiago,G2 Santiago,Tayu,0,0
Región Metropolitana de Santiago,G2 Santiago,Tepa,0,0
Región Metropolitana de Santiago,G2 Santiago,Tiaca,0,0
Región Metropolitana de Santiago,G2 Santiago,Tineo,0,0
Región Metropolitana de Santiago,G2 Santiago,Trevo,0,0
Región Metropolitana de Santiago,G2 Santiago,Ulmo,0,0
Región Metropolitana de Santiago,G3 Santiago,Total,1,0.25
Región Metropolitana de Santiago,G3 Santiago,Sin clasificar,0,0
Región Metropolitana de Santiago,G3 Santiago,Alerce,0,0
Región Metropolitana de Santiago,G3 Santiago,Algarrobo,0,0
Región Metropolitana de Santiago,G3 Santiago,Algarrobo del Norte,0,0
Región Metropolitana de Santiago,G3 Santiago,Araucaria,0,0
Región Metropolitana de Santiago,G3 Santiago,Arrayán,1,0.25
Región Metropolitana de Santiago,G3 Santiago,Avellanillo,0,0
Región Metropolitana de Santiago,G3 Santiago,Avellano,0,0
Región Metropolitana de Santiago,G3 Santiago,Belloto del Norte,0,0
Región Metropolitana de Santiago,G3 Santiago,Belloto del Sur,0,0
Región Metropolitana de Santiago,G3 Santiago,Boldo,0,0
Región Metropolitana de Santiago,G3 Santiago,Canelo,0,0
Región Metropolitana de Santiago,G3 Santiago,Carbonillo o Carbón,0,0
Región Metropolitana de Santiago,G3 Santiago,Chañar,0,0
Región Metropolitana de Santiago,G3 Santiago,Ciprés de La Cordillera,0,0
Región Metropolitana de Santiago,G3 Santiago,Ciprés de Las Guaitecas,0,0
Región Metropolitana de Santiago,G3 Santiago,Coigüe,0,0
Región Metropolitana de Santiago,G3 Santiago,Coigüe de Chiloé,0,0
Región Metropolitana de Santiago,G3 Santiago,Coigüe de Magallanes,0,0
Región Metropolitana de Santiago,G3 Santiago,Culén,0,0
Región Metropolitana de Santiago,G3 Santiago,Espino,0,0
Región Metropolitana de Santiago,G3 Santiago,Fuinque,0,0
Región Metropolitana de Santiago,G3 Santiago,Huala,0,0
Región Metropolitana de Santiago,G3 Santiago,Hualo,0,0
Región Metropolitana de Santiago,G3 Santiago,Huayún,0,0
Región Metropolitana de Santiago,G3 Santiago,Huella,0,0
Región Metropolitana de Santiago,G3 Santiago,Huingán,0,0
Región Metropolitana de Santiago,G3 Santiago,Laurel,0,0
Región Metropolitana de Santiago,G3 Santiago,Lenga,0,0
Región Metropolitana de Santiago,G3 Santiago,Leña Dura,0,0
Región Metropolitana de Santiago,G3 Santiago,Lingue,0,0
Región Metropolitana de Santiago,G3 Santiago,Lingue del Norte,0,0
Región Metropolitana de Santiago,G3 Santiago,Litre,0,0
Región Metropolitana de Santiago,G3 Santiago,Lleuque,0,0
Región Metropolitana de Santiago,G3 Santiago,Luma,0,0
Región Metropolitana de Santiago,G3 Santiago,Luma de Más Afuera,0,0
Región Metropolitana de Santiago,G3 Santiago,Maitén,0,0
Región Metropolitana de Santiago,G3 Santiago,Mañío de Hojas Cortas,0,0
Región Metropolitana de Santiago,G3 Santiago,Mañío de Hojas Largas,0,0
Región Metropolitana de Santiago,G3 Santiago,Mañío de Hojas Punzantes,0,0
Región Metropolitana de Santiago,G3 Santiago,Mardoño,0,0
Región Metropolitana de Santiago,G3 Santiago,Melí,0,0
Región Metropolitana de Santiago,G3 Santiago,Molle,0,0
Región Metropolitana de Santiago,G3 Santiago,Naranjillo,0,0
Región Metropolitana de Santiago,G3 Santiago,Notro,0,0
Región Metropolitana de Santiago,G3 Santiago,Ñirre,0,0
Región Metropolitana de Santiago,G3 Santiago,Olivillo,0,0
Región Metropolitana de Santiago,G3 Santiago,Palma Chilena,0,0
Región Metropolitana de Santiago,G3 Santiago,Patagua,0,0
Región Metropolitana de Santiago,G3 Santiago,Pelu,0,0
Región Metropolitana de Santiago,G3 Santiago,Peumo,0,0
Región Metropolitana de Santiago,G3 Santiago,Picha-Picha,0,0
Región Metropolitana de Santiago,G3 Santiago,Pimiento,0,0
Región Metropolitana de Santiago,G3 Santiago,Pitra,0,0
Región Metropolitana de Santiago,G3 Santiago,Polizón,0,0
Región Metropolitana de Santiago,G3 Santiago,Queñoa,0,0
Región Metropolitana de Santiago,G3 Santiago,Queñoa de Altura,0,0
Región Metropolitana de Santiago,G3 Santiago,Queule,0,0
Región Metropolitana de Santiago,G3 Santiago,Quillay,0,0
Región Metropolitana de Santiago,G3 Santiago,Radal,0,0
Región Metropolitana de Santiago,G3 Santiago,Rarán,0,0
Región Metropolitana de Santiago,G3 Santiago,Raulí,0,0
Región Metropolitana de Santiago,G3 Santiago,Roble,0,0
Región Metropolitana de Santiago,G3 Santiago,Roble Blanco,0,0
Región Metropolitana de Santiago,G3 Santiago,Ruil,0,0
Región Metropolitana de Santiago,G3 Santiago,Sándalo,0,0
Región Metropolitana de Santiago,G3 Santiago,Sauce Amargo,0,0
Región Metropolitana de Santiago,G3 Santiago,Sauco,0,0
Región Metropolitana de Santiago,G3 Santiago,Tamarugo,0,0
Región Metropolitana de Santiago,G3 Santiago,Tara,0,0
Región Metropolitana de Santiago,G3 Santiago,Tayu,0,0
Región Metropolitana de Santiago,G3 Santiago,Tepa,0,0
Región Metropolitana de Santiago,G3 Santiago,Tiaca,0,0
Región Metropolitana de Santiago,G3 Santiago,Tineo,0,0
Región Metropolitana de Santiago,G3 Santiago,Trevo,0,0
Región Metropolitana de Santiago,G3 Santiago,Ulmo,0,0
Región Metropolitana de Santiago,Puente Alto,Total,0,0
Región Metropolitana de Santiago,Puente Alto,Sin clasificar,0,0
Región Metropolitana de Santiago,Puente Alto,Alerce,0,0
Región Metropolitana de Santiago,Puente Alto,Algarrobo,0,0
Región Metropolitana de Santiago,Puente Alto,Algarrobo del Norte,0,0
Región Metropolitana de Santiago,Puente Alto,Araucaria,0,0
Región Metropolitana de Santiago,Puente Alto,Arrayán,0,0
Región Metropolitana de Santiago,Puente Alto,Avellanillo,0,0
Región Metropolitana de Santiago,Puente Alto,Avellano,0,0
Región Metropolitana de Santiago,Puente Alto,Belloto del Norte,0,0
Región Metropolitana de Santiago,Puente Alto,Belloto del Sur,0,0
Región Metropolitana de Santiago,Puente Alto,Boldo,0,0
Región Metropolitana de Santiago,Puente Alto,Canelo,0,0
Región Metropolitana de Santiago,Puente Alto,Carbonillo o Carbón,0,0
Región Metropolitana de Santiago,Puente Alto,Chañar,0,0
Región Metropolitana de Santiago,Puente Alto,Ciprés de La Cordillera,0,0
Región Metropolitana de Santiago,Puente Alto,Ciprés de Las Guaitecas,0,0
Región Metropolitana de Santiago,Puente Alto,Coigüe,0,0
Región Metropolitana de Santiago,Puente Alto,Coigüe de Chiloé,0,0
Región Metropolitana de Santiago,Puente Alto,Coigüe de Magallanes,0,0
Región Metropolitana de Santiago,Puente Alto,Culén,0,0
Región Metropolitana de Santiago,Puente Alto,Espino,0,0
Región Metropolitana de Santiago,Puente Alto,Fuinque,0,0
Región Metropolitana de Santiago,Puente Alto,Huala,0,0
Región Metropolitana de Santiago,Puente Alto,Hualo,0,0
Región Metropolitana de Santiago,Puente Alto,Huayún,0,0
Región Metropolitana de Santiago,Puente Alto,Huella,0,0
Región Metropolitana de Santiago,Puente Alto,Huingán,0,0
Región Metropolitana de Santiago,Puente Alto,Laurel,0,0
Región Metropolitana de Santiago,Puente Alto,Lenga,0,0
Región Metropolitana de Santiago,Puente Alto,Leña Dura,0,0
Región Metropolitana de Santiago,Puente Alto,Lingue,0,0
Región Metropolitana de Santiago,Puente Alto,Lingue del Norte,0,0
Región Metropolitana de Santiago,Puente Alto,Litre,0,0
Región Metropolitana de Santiago,Puente Alto,Lleuque,0,0
Región Metropolitana de Santiago,Puente Alto,Luma,0,0
Región Metropolitana de Santiago,Puente Alto,Luma de Más Afuera,0,0
Región Metropolitana de Santiago,Puente Alto,Maitén,0,0
Región Metropolitana de Santiago,Puente Alto,Mañío de Hojas Cortas,0,0
Región Metropolitana de Santiago,Puente Alto,Mañío de Hojas Largas,0,0
Región Metropolitana de Santiago,Puente Alto,Mañío de Hojas Punzantes,0,0
Región Metropolitana de Santiago,Puente Alto,Mardoño,0,0
Región Metropolitana de Santiago,Puente Alto,Melí,0,0
Región Metropolitana de Santiago,Puente Alto,Molle,0,0
Región Metropolitana de Santiago,Puente Alto,Naranjillo,0,0
Región Metropolitana de Santiago,Puente Alto,Notro,0,0
Región Metropolitana de Santiago,Puente Alto,Ñirre,0,0
Región Metropolitana de Santiago,Puente Alto,Olivillo,0,0
Región Metropolitana de Santiago,Puente Alto,Palma Chilena,0,0
Región Metropolitana de Santiago,Puente Alto,Patagua,0,0
Región Metropolitana de Santiago,Puente Alto,Pelu,0,0
Región Metropolitana de Santiago,Puente Alto,Peumo,0,0
Región Metropolitana de Santiago,Puente Alto,Picha-Picha,0,0
Región Metropolitana de Santiago,Puente Alto,Pimiento,0,0
Región Metropolitana de Santiago,Puente Alto,Pitra,0,0
Región Metropolitana de Santiago,Puente Alto,Polizón,0,0
Región Metropolitana de Santiago,Puente Alto,Queñoa,0,0
Región Metropolitana de Santiago,Puente Alto,Queñoa de Altura,0,0
Región Metropolitana de Santiago,Puente Alto,Queule,0,0
Región Metropolitana de Santiago,Puente Alto,Quillay,0,0
Región Metropolitana de Santiago,Puente Alto,Radal,0,0
Región Metropolitana de Santiago,Puente Alto,Rarán,0,0
Región Metropolitana de Santiago,Puente Alto,Raulí,0,0
Región Metropolitana de Santiago,Puente Alto,Roble,0,0
Región Metropolitana de Santiago,Puente Alto,Roble Blanco,0,0
Región Metropolitana de Santiago,Puente Alto,Ruil,0,0
Región Metropolitana de Santiago,Puente Alto,Sándalo,0,0
Región Metropolitana de Santiago,Puente Alto,Sauce Amargo,0,0
Región Metropolitana de Santiago,Puente Alto,Sauco,0,0
Región Metropolitana de Santiago,Puente Alto,Tamarugo,0,0
Región Metropolitana de Santiago,Puente Alto,Tara,0,0
Región Metropolitana de Santiago,Puente Alto,Tayu,0,0
Región Metropolitana de Santiago,Puente Alto,Tepa,0,0
Región Metropolitana de Santiago,Puente Alto,Tiaca,0,0
Región Metropolitana de Santiago,Puente Alto,Tineo,0,0
Región Metropolitana de Santiago,Puente Alto,Trevo,0,0
Región Metropolitana de Santiago,Puente Alto,Ulmo,0,0
Región Metropolitana de Santiago,Pirque,Total,26,25999.8721053
Región Metropolitana de Santiago,Pirque,Sin clasificar,0,0
Región Metropolitana de Santiago,Pirque,Alerce,0,0
Región Metropolitana de Santiago,Pirque,Algarrobo,0,0
Región Metropolitana de Santiago,Pirque,Algarrobo del Norte,0,0
Región Metropolitana de Santiago,Pirque,Araucaria,0,0
Región Metropolitana de Santiago,Pirque,Arrayán,0,0
Región Metropolitana de Santiago,Pirque,Avellanillo,0,0
Región Metropolitana de Santiago,Pirque,Avellano,0,0
Región Metropolitana de Santiago,Pirque,Belloto del Norte,0,0
Región Metropolitana de Santiago,Pirque,Belloto del Sur,0,0
Región Metropolitana de Santiago,Pirque,Boldo,1,50
Región Metropolitana de Santiago,Pirque,Canelo,0,0
Región Metropolitana de Santiago,Pirque,Carbonillo o Carbón,0,0
Región Metropolitana de Santiago,Pirque,Chañar,0,0
Región Metropolitana de Santiago,Pirque,Ciprés de La Cordillera,0,0
Región Metropolitana de Santiago,Pirque,Ciprés de Las Guaitecas,0,0
Región Metropolitana de Santiago,Pirque,Coigüe,0,0
Región Metropolitana de Santiago,Pirque,Coigüe de Chiloé,0,0
Región Metropolitana de Santiago,Pirque,Coigüe de Magallanes,0,0
Región Metropolitana de Santiago,Pirque,Culén,0,0
Región Metropolitana de Santiago,Pirque,Espino,7,5599.889999999999
Región Metropolitana de Santiago,Pirque,Fuinque,0,0
Región Metropolitana de Santiago,Pirque,Huala,0,0
Región Metropolitana de Santiago,Pirque,Hualo,0,0
Región Metropolitana de Santiago,Pirque,Huayún,0,0
Región Metropolitana de Santiago,Pirque,Huella,0,0
Región Metropolitana de Santiago,Pirque,Huingán,0,0
Región Metropolitana de Santiago,Pirque,Laurel,0,0
Región Metropolitana de Santiago,Pirque,Lenga,0,0
Región Metropolitana de Santiago,Pirque,Leña Dura,0,0
Región Metropolitana de Santiago,Pirque,Lingue,0,0
Región Metropolitana de Santiago,Pirque,Lingue del Norte,0,0
Región Metropolitana de Santiago,Pirque,Litre,5,1398.5421053
Región Metropolitana de Santiago,Pirque,Lleuque,0,0
Región Metropolitana de Santiago,Pirque,Luma,0,0
Región Metropolitana de Santiago,Pirque,Luma de Más Afuera,0,0
Región Metropolitana de Santiago,Pirque,Maitén,0,0
Región Metropolitana de Santiago,Pirque,Mañío de Hojas Cortas,0,0
Región Metropolitana de Santiago,Pirque,Mañío de Hojas Largas,0,0
Región Metropolitana de Santiago,Pirque,Mañío de Hojas Punzantes,0,0
Región Metropolitana de Santiago,Pirque,Mardoño,0,0
Región Metropolitana de Santiago,Pirque,Melí,0,0
Región Metropolitana de Santiago,Pirque,Molle,0,0
Región Metropolitana de Santiago,Pirque,Naranjillo,0,0
Región Metropolitana de Santiago,Pirque,Notro,0,0
Región Metropolitana de Santiago,Pirque,Ñirre,0,0
Región Metropolitana de Santiago,Pirque,Olivillo,0,0
