total_nacional_region,comuna_78,especie_9,total_numero_de_upa1011,total_superficie_cultivo_ha
Región del Libertador General Bernardo O'Higgins,Chépica,Peumo,1,809.73
Región del Libertador General Bernardo O'Higgins,Chépica,Picha-Picha,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Pimiento,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Pitra,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Polizón,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Queñoa,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Queñoa de Altura,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Queule,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Quillay,19,1402.96
Región del Libertador General Bernardo O'Higgins,Chépica,Radal,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Rarán,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Raulí,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Roble,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Roble Blanco,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Ruil,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Sándalo,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Sauce Amargo,1,1.5
Región del Libertador General Bernardo O'Higgins,Chépica,Sauco,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Tamarugo,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Tara,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Tayu,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Tepa,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Tiaca,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Tineo,0,0
Región del Libertador General Bernardo O'Higgins,Chépica,Trevo,4,1143.26
Región del Libertador General Bernardo O'Higgins,Chépica,Ulmo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Total,12,9345.31
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Sin clasificar,1,77.4
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Alerce,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Algarrobo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Algarrobo del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Araucaria,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Arrayán,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Avellanillo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Avellano,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Belloto del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Belloto del Sur,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Boldo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Canelo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Carbonillo o Carbón,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Chañar,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Ciprés de La Cordillera,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Ciprés de Las Guaitecas,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Coigüe,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Coigüe de Chiloé,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Coigüe de Magallanes,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Culén,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Espino,3,1751.41
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Fuinque,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Huala,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Hualo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Huayún,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Huella,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Huingán,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Laurel,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Lenga,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Leña Dura,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Lingue,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Lingue del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Litre,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Lleuque,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Luma,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Luma de Más Afuera,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Maitén,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Mañío de Hojas Cortas,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Mañío de Hojas Largas,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Mañío de Hojas Punzantes,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Mardoño,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Melí,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Molle,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Naranjillo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Notro,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Ñirre,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Olivillo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Palma Chilena,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Patagua,1,230
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Pelu,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Peumo,4,6861
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Picha-Picha,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Pimiento,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Pitra,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Polizón,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Queñoa,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Queñoa de Altura,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Queule,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Quillay,2,412.5
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Radal,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Rarán,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Raulí,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Roble,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Roble Blanco,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Ruil,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Sándalo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Sauce Amargo,1,12
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Sauco,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Tamarugo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Tara,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Tayu,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Tepa,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Tiaca,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Tineo,0,0
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Trevo,1,1
Región del Libertador General Bernardo O'Higgins,Chimbarongo,Ulmo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Total,69,9700.200164018863
Región del Libertador General Bernardo O'Higgins,Lolol,Sin clasificar,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Alerce,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Algarrobo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Algarrobo del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Araucaria,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Arrayán,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Avellanillo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Avellano,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Belloto del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Belloto del Sur,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Boldo,28,3028.63
Región del Libertador General Bernardo O'Higgins,Lolol,Canelo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Carbonillo o Carbón,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Chañar,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Ciprés de La Cordillera,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Ciprés de Las Guaitecas,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Coigüe,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Coigüe de Chiloé,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Coigüe de Magallanes,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Culén,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Espino,12,3224.050164018863
Región del Libertador General Bernardo O'Higgins,Lolol,Fuinque,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Huala,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Hualo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Huayún,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Huella,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Huingán,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Laurel,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Lenga,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Leña Dura,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Lingue,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Lingue del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Litre,4,1233.82
Región del Libertador General Bernardo O'Higgins,Lolol,Lleuque,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Luma,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Luma de Más Afuera,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Maitén,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Mañío de Hojas Cortas,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Mañío de Hojas Largas,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Mañío de Hojas Punzantes,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Mardoño,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Melí,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Molle,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Naranjillo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Notro,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Ñirre,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Olivillo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Palma Chilena,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Patagua,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Pelu,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Peumo,1,1.95
Región del Libertador General Bernardo O'Higgins,Lolol,Picha-Picha,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Pimiento,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Pitra,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Polizón,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Queñoa,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Queñoa de Altura,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Queule,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Quillay,12,638.4
Región del Libertador General Bernardo O'Higgins,Lolol,Radal,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Rarán,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Raulí,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Roble,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Roble Blanco,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Ruil,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Sándalo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Sauce Amargo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Sauco,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Tamarugo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Tara,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Tayu,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Tepa,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Tiaca,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Tineo,0,0
Región del Libertador General Bernardo O'Higgins,Lolol,Trevo,17,1573.35
Región del Libertador General Bernardo O'Higgins,Lolol,Ulmo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Total,19,4421.04
Región del Libertador General Bernardo O'Higgins,Nancagua,Sin clasificar,2,1473.8
Región del Libertador General Bernardo O'Higgins,Nancagua,Alerce,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Algarrobo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Algarrobo del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Araucaria,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Arrayán,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Avellanillo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Avellano,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Belloto del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Belloto del Sur,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Boldo,5,520.98
Región del Libertador General Bernardo O'Higgins,Nancagua,Canelo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Carbonillo o Carbón,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Chañar,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Ciprés de La Cordillera,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Ciprés de Las Guaitecas,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Coigüe,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Coigüe de Chiloé,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Coigüe de Magallanes,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Culén,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Espino,3,812.31
Región del Libertador General Bernardo O'Higgins,Nancagua,Fuinque,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Huala,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Hualo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Huayún,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Huella,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Huingán,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Laurel,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Lenga,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Leña Dura,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Lingue,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Lingue del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Litre,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Lleuque,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Luma,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Luma de Más Afuera,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Maitén,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Mañío de Hojas Cortas,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Mañío de Hojas Largas,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Mañío de Hojas Punzantes,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Mardoño,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Melí,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Molle,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Naranjillo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Notro,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Ñirre,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Olivillo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Palma Chilena,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Patagua,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Pelu,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Peumo,5,580.6
Región del Libertador General Bernardo O'Higgins,Nancagua,Picha-Picha,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Pimiento,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Pitra,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Polizón,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Queñoa,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Queñoa de Altura,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Queule,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Quillay,2,186.7
Región del Libertador General Bernardo O'Higgins,Nancagua,Radal,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Rarán,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Raulí,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Roble,1,840.65
Región del Libertador General Bernardo O'Higgins,Nancagua,Roble Blanco,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Ruil,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Sándalo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Sauce Amargo,1,6
Región del Libertador General Bernardo O'Higgins,Nancagua,Sauco,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Tamarugo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Tara,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Tayu,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Tepa,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Tiaca,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Tineo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Trevo,0,0
Región del Libertador General Bernardo O'Higgins,Nancagua,Ulmo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Total,10,871.5
Región del Libertador General Bernardo O'Higgins,Palmilla,Sin clasificar,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Alerce,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Algarrobo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Algarrobo del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Araucaria,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Arrayán,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Avellanillo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Avellano,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Belloto del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Belloto del Sur,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Boldo,1,0.7
Región del Libertador General Bernardo O'Higgins,Palmilla,Canelo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Carbonillo o Carbón,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Chañar,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Ciprés de La Cordillera,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Ciprés de Las Guaitecas,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Coigüe,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Coigüe de Chiloé,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Coigüe de Magallanes,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Culén,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Espino,3,25.5
Región del Libertador General Bernardo O'Higgins,Palmilla,Fuinque,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Huala,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Hualo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Huayún,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Huella,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Huingán,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Laurel,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Lenga,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Leña Dura,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Lingue,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Lingue del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Litre,1,0.5
Región del Libertador General Bernardo O'Higgins,Palmilla,Lleuque,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Luma,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Luma de Más Afuera,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Maitén,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Mañío de Hojas Cortas,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Mañío de Hojas Largas,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Mañío de Hojas Punzantes,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Mardoño,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Melí,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Molle,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Naranjillo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Notro,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Ñirre,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Olivillo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Palma Chilena,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Patagua,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Pelu,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Peumo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Picha-Picha,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Pimiento,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Pitra,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Polizón,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Queñoa,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Queñoa de Altura,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Queule,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Quillay,4,843.3
Región del Libertador General Bernardo O'Higgins,Palmilla,Radal,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Rarán,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Raulí,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Roble,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Roble Blanco,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Ruil,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Sándalo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Sauce Amargo,1,1.5
Región del Libertador General Bernardo O'Higgins,Palmilla,Sauco,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Tamarugo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Tara,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Tayu,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Tepa,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Tiaca,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Tineo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Trevo,0,0
Región del Libertador General Bernardo O'Higgins,Palmilla,Ulmo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Total,12,921.43
Región del Libertador General Bernardo O'Higgins,Peralillo,Sin clasificar,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Alerce,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Algarrobo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Algarrobo del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Araucaria,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Arrayán,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Avellanillo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Avellano,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Belloto del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Belloto del Sur,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Boldo,1,61.01
Región del Libertador General Bernardo O'Higgins,Peralillo,Canelo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Carbonillo o Carbón,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Chañar,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Ciprés de La Cordillera,1,3.82
Región del Libertador General Bernardo O'Higgins,Peralillo,Ciprés de Las Guaitecas,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Coigüe,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Coigüe de Chiloé,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Coigüe de Magallanes,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Culén,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Espino,2,68.3
Región del Libertador General Bernardo O'Higgins,Peralillo,Fuinque,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Huala,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Hualo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Huayún,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Huella,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Huingán,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Laurel,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Lenga,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Leña Dura,1,2
Región del Libertador General Bernardo O'Higgins,Peralillo,Lingue,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Lingue del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Litre,2,380
Región del Libertador General Bernardo O'Higgins,Peralillo,Lleuque,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Luma,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Luma de Más Afuera,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Maitén,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Mañío de Hojas Cortas,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Mañío de Hojas Largas,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Mañío de Hojas Punzantes,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Mardoño,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Melí,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Molle,0,0
