total_nacional_region,comuna_67,tipo_de_cultivo,especie,numero_total_de_upa8910,superficie_total_de_cultivo_ha,aire_libre_superficie_ha,bajo_cubierta_superficie_ha,sin_clasificar_superficie_ha_11
Región de Arica y Parinacota,Total Región,Hortalizas,Manzanilla,3,0.7,0.7,0,0
Región de Arica y Parinacota,Total Región,Hortalizas,Menta,2,0.29,0.29,0,0
Región de Arica y Parinacota,Total Región,Hortalizas,Romero,0,0,0,0,0
Región de Arica y Parinacota,Total Región,Hortalizas,Ruda,3,1.2,1.2,0,0
Región de Arica y Parinacota,Total Región,Hortalizas,Salvia,0,0,0,0,0
Región de Arica y Parinacota,Total Región,Hortalizas,Tomillo,0,0,0,0,0
Región de Arica y Parinacota,Total Región,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región de Arica y Parinacota,Total Región,Hortalizas,Otras Plantas Aromáticas y Medicinales,7,2.235,2.235,0,0
Región de Arica y Parinacota,Total Región,Semilleros,Total,5,36.51,10.46,26.05,0
Región de Arica y Parinacota,Total Región,Semilleros,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Total Región,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",3,25.18,5.49,19.69,0
Región de Arica y Parinacota,Total Región,Semilleros,Semillas de Cultivos Industriales,3,6.66,1.47,5.19,0
Región de Arica y Parinacota,Total Región,Semilleros,Semillas de Hortalizas,1,1.17,0,1.17,0
Región de Arica y Parinacota,Total Región,Semilleros,Otras Semillas,2,3.5,3.5,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Total,11,5.04,1.15,3.89,0
Región de Arica y Parinacota,Arica,Flores de corte,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Astromelia (Alstroemeria spp.),1,0.1,0,0.1,0
Región de Arica y Parinacota,Arica,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Cala (Zantedeschia spp.),1,0.25,0,0.25,0
Región de Arica y Parinacota,Arica,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Clavel (Dianthus caryophyllus),6,2.6,0.45,2.15,0
Región de Arica y Parinacota,Arica,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Estatice (Limonium spp.),1,0.2,0.2,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Gerbera (Gerbera spp.),1,0.1,0,0.1,0
Región de Arica y Parinacota,Arica,Flores de corte,Girasol (Helianthus annus),1,0.05,0,0.05,0
Región de Arica y Parinacota,Arica,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Lilium (Lilium spp.),2,0.3,0,0.3,0
Región de Arica y Parinacota,Arica,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Lisianto (Lisianthus spp.),2,0.74,0,0.74,0
Región de Arica y Parinacota,Arica,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región de Arica y Parinacota,Arica,Flores de corte,Otras flores de corte o follaje de corte,2,0.7,0.5,0.2,0
Región de Arica y Parinacota,Arica,Hortalizas,Total,861,2788.089,1649.604,1133.285,5.2
Región de Arica y Parinacota,Arica,Hortalizas,Sin Clasificar,3,5.2,0,0,5.2
Región de Arica y Parinacota,Arica,Hortalizas,Acelga,9,3.245,2.495,0.75,0
Región de Arica y Parinacota,Arica,Hortalizas,Achicoria,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Ají,59,31.35,19.75,11.6,0
Región de Arica y Parinacota,Arica,Hortalizas,Ajo,4,1.35,1.35,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Ajo chilote,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Albahaca,15,9.190000000000001,6.19,3,0
Región de Arica y Parinacota,Arica,Hortalizas,Alcachofa,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Alcaparra,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Alcayota,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Apio,2,0.225,0.225,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Arveja Verde,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Berenjena,61,44.8,41.62,3.18,0
Región de Arica y Parinacota,Arica,Hortalizas,Berro,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Betarraga,43,26.58,26.58,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Brócoli,22,12.25,10.25,2,0
Región de Arica y Parinacota,Arica,Hortalizas,Bunching (consumo),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Caigua,7,2.201,2.201,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Camote,1,0.003,0.003,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Cebolla,213,556.165,556.165,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Cebollín (incl. baby y otros),8,2.28,2.2,0.08,0
Región de Arica y Parinacota,Arica,Hortalizas,Chalota,1,0.1,0.1,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Choclo,239,561.27,555.77,5.5,0
Región de Arica y Parinacota,Arica,Hortalizas,Choclo dulce (maíz dulce),108,131.79,116.79,15,0
Región de Arica y Parinacota,Arica,Hortalizas,Ciboultte,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Cilantro,8,1.325,1.235,0.09,0
Región de Arica y Parinacota,Arica,Hortalizas,Coliflor,14,5.15,4.4,0.75,0
Región de Arica y Parinacota,Arica,Hortalizas,Endibia,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Espárrago,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Espinaca,7,1.755,1.675,0.08,0
Región de Arica y Parinacota,Arica,Hortalizas,Haba,15,6.7,6.7,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Huerta casera (princ. autoconsumo),1,0.1,0.1,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Lechuga,36,17.36,16.46,0.9,0
Región de Arica y Parinacota,Arica,Hortalizas,Locoto (o rocoto),18,12.95,12.95,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Lufa,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Melón,10,12.8,11,1.8,0
Región de Arica y Parinacota,Arica,Hortalizas,Orégano,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Pepino dulce,7,3.25,2.5,0.75,0
Región de Arica y Parinacota,Arica,Hortalizas,Pepino ensalada,167,140.52,1.5,139.02,0
Región de Arica y Parinacota,Arica,Hortalizas,Perejil,3,2,0,2,0
Región de Arica y Parinacota,Arica,Hortalizas,Pimiento (incl. todos los tipos),219,197.84,10.145,187.695,0
Región de Arica y Parinacota,Arica,Hortalizas,Poroto Granado,4,1.5,1.5,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Poroto Verde,35,18.15,13.7,4.45,0
Región de Arica y Parinacota,Arica,Hortalizas,Puerro,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Repollo,6,3.4,2.65,0.75,0
Región de Arica y Parinacota,Arica,Hortalizas,Rúcula,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Ruibardo,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Sandía,2,0.5,0.5,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Tomate,368,784.0999999999999,48.06,736.04,0
Región de Arica y Parinacota,Arica,Hortalizas,Tomate cherry (u otros mini),25,16.59,2.94,13.65,0
Región de Arica y Parinacota,Arica,Hortalizas,Zanahoria,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Zapallo,3,1.62,1.02,0.6,0
Región de Arica y Parinacota,Arica,Hortalizas,Zapallo Italiano,168,137.83,134.48,3.35,0
Región de Arica y Parinacota,Arica,Hortalizas,Otras Hortalizas,4,31,30.75,0.25,0
Región de Arica y Parinacota,Arica,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Anís,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Azafrán,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Cedrón,1,0.2,0.2,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Comino,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Eneldo,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Jengibre,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Lavanda,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Manzanilla,3,0.7,0.7,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Menta,2,0.29,0.29,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Romero,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Ruda,3,1.2,1.2,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Salvia,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Tomillo,0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región de Arica y Parinacota,Arica,Hortalizas,Otras Plantas Aromáticas y Medicinales,5,1.26,1.26,0,0
Región de Arica y Parinacota,Arica,Semilleros,Total,3,33.01,6.96,26.05,0
Región de Arica y Parinacota,Arica,Semilleros,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Arica,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",3,25.18,5.49,19.69,0
Región de Arica y Parinacota,Arica,Semilleros,Semillas de Cultivos Industriales,3,6.66,1.47,5.19,0
Región de Arica y Parinacota,Arica,Semilleros,Semillas de Hortalizas,1,1.17,0,1.17,0
Región de Arica y Parinacota,Arica,Semilleros,Otras Semillas,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Total,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Total,32,42.57400000000001,41.374,1.2,0
Región de Arica y Parinacota,Camarones,Hortalizas,Sin Clasificar,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Acelga,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Achicoria,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Ají,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Ajo,1,0.5,0.5,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Ajo chilote,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Albahaca,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Alcachofa,1,0.2,0.2,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Alcaparra,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Alcayota,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Apio,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Arveja Verde,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Berenjena,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Berro,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Betarraga,2,0.8,0.8,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Brócoli,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Bunching (consumo),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Caigua,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Camote,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Cebolla,8,12.9,12.9,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Chalota,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Choclo,17,15.324,15.324,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Ciboultte,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Cilantro,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Coliflor,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Endibia,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Espárrago,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Espinaca,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Haba,0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Huerta casera (princ. autoconsumo),0,0,0,0,0
Región de Arica y Parinacota,Camarones,Hortalizas,Kale (o col crespa),0,0,0,0,0
